name,token_id,Full Chapter,Short Chapter,color
O63 Long labour,988,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O64 Obstructed labour due to malposition and malpresentation of foetus,989,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O65 Obstructed labour due to maternal pelvic abnormality,990,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O66 Other obstructed labour,991,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
"O67 Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified",992,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O68 Labour and delivery complicated by foetal stress [distress],993,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O69 Labour and delivery complicated by umbilical cord complications,994,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O70 Perineal laceration during delivery,995,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O71 Other obstetric trauma,996,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O72 Postpartum haemorrhage,997,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
"O73 Retained placenta and membranes, without haemorrhage",998,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O74 Complications of anaesthesia during labour and delivery,999,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
"O75 Other complications of labour and delivery, not elsewhere classified",1000,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O80 Single spontaneous delivery,1001,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O81 Single delivery by forceps and vacuum extractor,1002,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O82 Single delivery by caesarean section,1003,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O83 Other assisted single delivery,1004,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O84 Multiple delivery,1005,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O85 Puerperal sepsis,1006,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O86 Other puerperal infections,1007,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O87 Venous complications in the puerperium,1008,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O88 Obstetric embolism,1009,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O89 Complications of anaesthesia during the puerperium,1010,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
"O90 Complications of the puerperium, not elsewhere classified",1011,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O91 Infections of breast associated with childbirth,1012,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O92 Other disorders of breast and lactation associated with childbirth,1013,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
"O94 Sequelae of complication of pregnancy, childbirth and the puerperium",1014,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O96 Death from any obstetric cause occurring more than 42 days but less than one year after delivery,1015,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
"O98 Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",1016,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
"O99 Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",1017,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
P00 Foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,1018,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
"P02 Foetus and newborn affected by complications of placenta, cord and membranes",1019,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P03 Foetus and newborn affected by other complications of labour and delivery,1020,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P04 Foetus and newborn affected by noxious influences transmitted via placenta or breast milk,1021,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P05 Slow foetal growth and foetal malnutrition,1022,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
"P07 Disorders related to short gestation and low birth weight, not elsewhere classified",1023,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P08 Disorders related to long gestation and high birth weight,1024,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P10 Intracranial laceration and haemorrhage due to birth injury,1025,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P11 Other birth injuries to central nervous system,1026,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P12 Birth injury to scalp,1027,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P13 Birth injury to skeleton,1028,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P14 Birth injury to peripheral nervous system,1029,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P15 Other birth injuries,1030,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P20 Intra-uterine hypoxia,1031,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P21 Birth asphyxia,1032,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P22 Respiratory distress of newborn,1033,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P23 Congenital pneumonia,1034,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P24 Neonatal aspiration syndromes,1035,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P25 Interstitial emphysema and related conditions originating in the perinatal period,1036,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P26 Pulmonary haemorrhage originating in the perinatal period,1037,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P27 Chronic respiratory disease originating in the perinatal period,1038,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P28 Other respiratory conditions originating in the perinatal period,1039,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P29 Cardiovascular disorders originating in the perinatal period,1040,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P35 Congenital viral diseases,1041,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P36 Bacterial sepsis of newborn,1042,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P37 Other congenital infectious and parasitic diseases,1043,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P38 Omphalitis of newborn with or without mild haemorrhage,1044,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P39 Other infections specific to the perinatal period,1045,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P50 Foetal blood loss,1046,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P51 Umbilical haemorrhage of newborn,1047,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P52 Intracranial nontraumatic haemorrhage of foetus and newborn,1048,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P53 Haemorrhagic disease of foetus and newborn,1049,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P54 Other neonatal haemorrhages,1050,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P55 Haemolytic disease of foetus and newborn,1051,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P58 Neonatal jaundice due to other excessive haemolysis,1052,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P59 Neonatal jaundice from other and unspecified causes,1053,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P61 Other perinatal haematological disorders,1054,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P70 Transitory disorders of carbohydrate metabolism specific to foetus and newborn,1055,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P71 Transitory neonatal disorders of calcium and magnesium metabolism,1056,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P78 Other perinatal digestive system disorders,1057,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P83 Other conditions of integument specific to foetus and newborn,1058,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P91 Other disturbances of cerebral status of newborn,1059,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P92 Feeding problems of newborn,1060,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P94 Disorders of muscle tone of newborn,1061,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P95 Foetal death of unspecified cause,1062,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
P96 Other conditions originating in the perinatal period,1063,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
Q00 Anencephaly and similar malformations,1064,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q01 Encephalocele,1065,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q02 Microcephaly,1066,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q03 Congenital hydrocephalus,1067,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q04 Other congenital malformations of brain,1068,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q05 Spina bifida,1069,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q06 Other congenital malformations of spinal cord,1070,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q07 Other congenital malformations of nervous system,1071,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
"Q10 Congenital malformations of eyelid, lachrymal apparatus and orbit",1072,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
"Q11 Anophthalmos, microphthalmos and macrophthalmos",1073,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q12 Congenital lens malformations,1074,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q13 Congenital malformations of anterior segment of eye,1075,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q14 Congenital malformations of posterior segment of eye,1076,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q15 Other congenital malformations of eye,1077,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q16 Congenital malformations of ear causing impairment of hearing,1078,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q17 Other congenital malformations of ear,1079,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q18 Other congenital malformations of face and neck,1080,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q20 Congenital malformations of cardiac chambers and connexions,1081,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q21 Congenital malformations of cardiac septa,1082,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q22 Congenital malformations of pulmonary and tricuspid valves,1083,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q23 Congenital malformations of aortic and mitral valves,1084,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q24 Other congenital malformations of heart,1085,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q25 Congenital malformations of great arteries,1086,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q26 Congenital malformations of great veins,1087,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q27 Other congenital malformations of peripheral vascular system,1088,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q28 Other congenital malformations of circulatory system,1089,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q30 Congenital malformations of nose,1090,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q31 Congenital malformations of larynx,1091,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q32 Congenital malformations of trachea and bronchus,1092,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q33 Congenital malformations of lung,1093,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q34 Other congenital malformations of respiratory system,1094,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q35 Cleft palate,1095,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q36 Cleft lip,1096,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q37 Cleft palate with cleft lip,1097,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
"Q38 Other congenital malformations of tongue, mouth and pharynx",1098,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q39 Congenital malformations of oesophagus,1099,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q40 Other congenital malformations of upper alimentary tract,1100,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
"Q41 Congenital absence, atresia and stenosis of small intestine",1101,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
"Q42 Congenital absence, atresia and stenosis of large intestine",1102,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q43 Other congenital malformations of intestine,1103,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
"Q44 Congenital malformations of gallbladder, bile ducts and liver",1104,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q45 Other congenital malformations of digestive system,1105,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
"Q50 Congenital malformations of ovaries, fallopian tubes and broad ligaments",1106,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q51 Congenital malformations of uterus and cervix,1107,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q52 Other congenital malformations of female genitalia,1108,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q53 Undescended testicle,1109,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q54 Hypospadias,1110,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q55 Other congenital malformations of male genital organs,1111,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q56 Indeterminate sex and pseudohermaphroditism,1112,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q60 Renal agenesis and other reduction defects of kidney,1113,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q61 Cystic kidney disease,1114,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q62 Congenital obstructive defects of renal pelvis and congenital malformations of ureter,1115,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q63 Other congenital malformations of kidney,1116,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q64 Other congenital malformations of urinary system,1117,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q65 Congenital deformities of hip,1118,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q66 Congenital deformities of feet,1119,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
"Q67 Congenital musculoskeletal deformities of head, face, spine and chest",1120,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q68 Other congenital musculoskeletal deformities,1121,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q69 Polydactyly,1122,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q70 Syndactyly,1123,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q71 Reduction defects of upper limb,1124,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q72 Reduction defects of lower limb,1125,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q73 Reduction defects of unspecified limb,1126,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q74 Other congenital malformations of limbs,1127,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q75 Other congenital malformations of skull and face bones,1128,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q76 Congenital malformations of spine and bony thorax,1129,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q77 Osteochondrodysplasia with defects of growth of tubular bones and spine,1130,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q78 Other osteochondrodysplasias,1131,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
"Q79 Congenital malformations of musculoskeletal system, not elsewhere classified",1132,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q80 Congenital ichthyosis,1133,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q81 Epidermolysis bullosa,1134,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q82 Other congenital malformations of skin,1135,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q83 Congenital malformations of breast,1136,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q84 Other congenital malformations of integument,1137,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
"Q85 Phakomatoses, not elsewhere classified",1138,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
"Q86 Congenital malformation syndromes due to known exogenous causes, not elsewhere classified",1139,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q87 Other specified congenital malformation syndromes affecting multiple systems,1140,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
"Q89 Other congenital malformations, not elsewhere classified",1141,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q90 Down's syndrome,1142,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q91 Edwards' syndrome and patau's syndrome,1143,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
"Q92 Other trisomies and partial trisomies of the autosomes, not elsewhere classified",1144,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
"Q93 Monosomies and deletions from the autosomes, not elsewhere classified",1145,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
"Q95 Balanced rearrangements and structural markers, not elsewhere classified",1146,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
Q96 Turner's syndrome,1147,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
"Q97 Other sex chromosome abnormalities, female phenotype, not elsewhere classified",1148,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
"Q98 Other sex chromosome abnormalities, male phenotype, not elsewhere classified",1149,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
"Q99 Other chromosome abnormalities, not elsewhere classified",1150,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
CXX Unknown Cancer,1151,II. Neoplasms,II. Neoplasms,#ff7f0e
C00 Malignant neoplasm of lip,1152,II. Neoplasms,II. Neoplasms,#ff7f0e
C01 Malignant neoplasm of base of tongue,1153,II. Neoplasms,II. Neoplasms,#ff7f0e
C02 Malignant neoplasm of other and unspecified parts of tongue,1154,II. Neoplasms,II. Neoplasms,#ff7f0e
C03 Malignant neoplasm of gum,1155,II. Neoplasms,II. Neoplasms,#ff7f0e
C04 Malignant neoplasm of floor of mouth,1156,II. Neoplasms,II. Neoplasms,#ff7f0e
C05 Malignant neoplasm of palate,1157,II. Neoplasms,II. Neoplasms,#ff7f0e
C06 Malignant neoplasm of other and unspecified parts of mouth,1158,II. Neoplasms,II. Neoplasms,#ff7f0e
C07 Malignant neoplasm of parotid gland,1159,II. Neoplasms,II. Neoplasms,#ff7f0e
C08 Malignant neoplasm of other and unspecified major salivary glands,1160,II. Neoplasms,II. Neoplasms,#ff7f0e
C09 Malignant neoplasm of tonsil,1161,II. Neoplasms,II. Neoplasms,#ff7f0e
C10 Malignant neoplasm of oropharynx,1162,II. Neoplasms,II. Neoplasms,#ff7f0e
C11 Malignant neoplasm of nasopharynx,1163,II. Neoplasms,II. Neoplasms,#ff7f0e
C12 Malignant neoplasm of pyriform sinus,1164,II. Neoplasms,II. Neoplasms,#ff7f0e
C13 Malignant neoplasm of hypopharynx,1165,II. Neoplasms,II. Neoplasms,#ff7f0e
"C14 Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",1166,II. Neoplasms,II. Neoplasms,#ff7f0e
C15 Malignant neoplasm of oesophagus,1167,II. Neoplasms,II. Neoplasms,#ff7f0e
C16 Malignant neoplasm of stomach,1168,II. Neoplasms,II. Neoplasms,#ff7f0e
C17 Malignant neoplasm of small intestine,1169,II. Neoplasms,II. Neoplasms,#ff7f0e
C18 Malignant neoplasm of colon,1170,II. Neoplasms,II. Neoplasms,#ff7f0e
C19 Malignant neoplasm of rectosigmoid junction,1171,II. Neoplasms,II. Neoplasms,#ff7f0e
C20 Malignant neoplasm of rectum,1172,II. Neoplasms,II. Neoplasms,#ff7f0e
C21 Malignant neoplasm of anus and anal canal,1173,II. Neoplasms,II. Neoplasms,#ff7f0e
C22 Malignant neoplasm of liver and intrahepatic bile ducts,1174,II. Neoplasms,II. Neoplasms,#ff7f0e
C23 Malignant neoplasm of gallbladder,1175,II. Neoplasms,II. Neoplasms,#ff7f0e
C24 Malignant neoplasm of other and unspecified parts of biliary tract,1176,II. Neoplasms,II. Neoplasms,#ff7f0e
C25 Malignant neoplasm of pancreas,1177,II. Neoplasms,II. Neoplasms,#ff7f0e
C26 Malignant neoplasm of other and ill-defined digestive organs,1178,II. Neoplasms,II. Neoplasms,#ff7f0e
C30 Malignant neoplasm of nasal cavity and middle ear,1179,II. Neoplasms,II. Neoplasms,#ff7f0e
C31 Malignant neoplasm of accessory sinuses,1180,II. Neoplasms,II. Neoplasms,#ff7f0e
C32 Malignant neoplasm of larynx,1181,II. Neoplasms,II. Neoplasms,#ff7f0e
C33 Malignant neoplasm of trachea,1182,II. Neoplasms,II. Neoplasms,#ff7f0e
C34 Malignant neoplasm of bronchus and lung,1183,II. Neoplasms,II. Neoplasms,#ff7f0e
C37 Malignant neoplasm of thymus,1184,II. Neoplasms,II. Neoplasms,#ff7f0e
"C38 Malignant neoplasm of heart, mediastinum and pleura",1185,II. Neoplasms,II. Neoplasms,#ff7f0e
C39 Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,1186,II. Neoplasms,II. Neoplasms,#ff7f0e
C40 Malignant neoplasm of bone and articular cartilage of limbs,1187,II. Neoplasms,II. Neoplasms,#ff7f0e
C41 Malignant neoplasm of bone and articular cartilage of other and unspecified sites,1188,II. Neoplasms,II. Neoplasms,#ff7f0e
C42 Hematopoietic and reticuloendothelial systems icd-o-3 specific,1189,II. Neoplasms,II. Neoplasms,#ff7f0e
C43 Malignant melanoma of skin,1190,II. Neoplasms,II. Neoplasms,#ff7f0e
C44 Other malignant neoplasms of skin,1191,II. Neoplasms,II. Neoplasms,#ff7f0e
C45 Mesothelioma,1192,II. Neoplasms,II. Neoplasms,#ff7f0e
C46 Kaposi's sarcoma,1193,II. Neoplasms,II. Neoplasms,#ff7f0e
C47 Malignant neoplasm of peripheral nerves and autonomic nervous system,1194,II. Neoplasms,II. Neoplasms,#ff7f0e
C48 Malignant neoplasm of retroperitoneum and peritoneum,1195,II. Neoplasms,II. Neoplasms,#ff7f0e
C49 Malignant neoplasm of other connective and soft tissue,1196,II. Neoplasms,II. Neoplasms,#ff7f0e
C50 Malignant neoplasm of breast,1197,II. Neoplasms,II. Neoplasms,#ff7f0e
C51 Malignant neoplasm of vulva,1198,II. Neoplasms,II. Neoplasms,#ff7f0e
C52 Malignant neoplasm of vagina,1199,II. Neoplasms,II. Neoplasms,#ff7f0e
